"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"2527","1","99","12","1","agence où le client peut passer toute la journèe pour faire une operation personnel insuffisantune seule responsable client et 2 pour les versements
vraiment leur service nest pas digne dune banque ancienne
je lai visité il y a presque un an pour faire un versement jai passé 2 heures dattente et dernièrement pour ouvrir un compte jai passé 2 heures dattente seules 3 clients ont effectué leur opération et restait 5 avant moi jai sortis avant la fin",1,"Autre sujet bancaire",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Negative"
"2528","1","26","25","1","un service nul et les caissièrs sont encore hyper nul  ils sont impolie et ne sont pas professionnels du tout je donne 0 a cette banque soit disant une banquedu nimporte quoije le recommande paaaaas",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK, Agence BOUZNIKA. Bd Bir Anzarane, Bouznika 13100 ","Bd Bir Anzarane, Bouznika 13100 ","Negative"
"2529","1","49","100","1","je suis passée aujourdhui pour un retrait et un soucis liés à laccès de mon espace cih malgré que ce nest pas mon agence le personnel ont étaient très disponible et ont résolu mon souci
je ne comprends pas les avis négatifsla personne à même utilisé son téléphone personnel pour contacter le service concerné
je les remercie infiniment",0,"Qualité du service et relation client",5,"2024-12-27 00:00:00","fr","CIH Bank","CIH BANK Bd Mohamed VI, Marrakech 40000 ","Bd Mohamed VI, Marrakech 40000 ","Negative"
"2530","1","79","129","1","service lent vous perdez du temps à attendre pour réaliser une opération simple

mauvais service client ils ne répondent pas aux emails et les appels ne sont pas pris en charge

toujours en retard dans lémission de nouvelles cartes

veuillez embaucher davantage de personnes pour traiter avec les clients ou permettre la mise à jour des informations de profil à partir de lapplication tout le monde na pas la possibilité de venir physiquement en agence",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH JWPR+2Q9، RESIDENC.FATIM ZAHRA, Av. Dakhla, Marrakesh 40140 ","JWPR+2Q9، RESIDENC.FATIM ZAHRA, Av. Dakhla, Marrakesh 40140 ","Negative"
"2531","7","78","121","1","franchement je conseille de rester à lécart de cette institution financière il est impossible de recevoir une réponse par téléphone pour les marocains résidant en france il suffit de séloigner et de trouver une autre institution",3,"Frais bancaires et gestion des comptes",1,"2023-05-11 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"2532","1","18","127","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Mly Abdellah 25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","Negative"
"2533","1","38","124","1","la personne responsable de louverture des comptes bancaires est un employé subalterne
cela fonctionne sur le principe du clientélisme
il aide les gens quil connaît mais il traite les autres de manière impolie
du côté de lagence il manque une machine qui distribue les numéros aux clients car elle est destinée à organiser les files dattente et les opérations alors que cest le chaos et la concurrence pour les tours
lagence est à reconsidérer 
au contraire cela ternit la réputation de cih bank",1,"Autre sujet bancaire",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"2534","9","92","22","2","assalam alaykom

le 13 août 2024 jai ouvert un compte bancaire dans leur bureau je peux honnêtement dire que le bureau est propre organisé et calme les employés de la banque sont polis et les services sont rapides et pratiques il ny a pas de longs délais dattente le directeur de la banque si soufyan en particulier sest montré très attentif et serviable il ma personnellement expliqué ce quétaient les finances de la charia et a personnellement ouvert mon nouveau compte si je pouvais donner plus de 5 étoiles je le ferais ce fut lune de mes meilleures expériences bancaires au maroc continuez votre bon travail  wassalam n el otmani",1,"Autre sujet bancaire",5,"2024-09-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"2535","12","71","111","1","à éviter absolument  ouvrir un compte ici a été une énorme erreur ils ne répondent jamais au téléphone  et quand je dis jamais je parle de plus de 30 appels sans aucune réponse en une semaine  à chaque fois que je suis obliger de me déplacer pour effectuer une démarche on me demande systématiquement de revenir le lendemain pour finaliser javais choisi cette banque participative par conviction et pour lencourager mais aujourdhui je le regrette profondément dès que jaurai un moment libre jirai clôturer définitivement mon compte",1,"Autre sujet bancaire",1,"2025-04-21 00:00:00","fr","Bank Al Yousr","Bank Al Yousr - Agence Allal Al Fassi J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","Negative"
"2536","12","71","111","1","à éviter absolument  ouvrir un compte ici a été une énorme erreur ils ne répondent jamais au téléphone  et quand je dis jamais je parle de plus de 30 appels sans aucune réponse en une semaine  à chaque fois que je suis obliger de me déplacer pour effectuer une démarche on me demande systématiquement de revenir le lendemain pour finaliser javais choisi cette banque participative par conviction et pour lencourager mais aujourdhui je le regrette profondément dès que jaurai un moment libre jirai clôturer définitivement mon compte",1,"Autre sujet bancaire",1,"2025-04-11 00:00:00","fr","Bank Al Yousr","Bank Al Yousr - Agence Allal Al Fassi J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","Negative"
"2537","13","92","22","2","lagence al safa bank est un modèle idéal pour rapprocher au mieux les transactions bancaires participatives du client avec mes remerciements particuliers aux employés de linstitution pour leur bon traitement et leur bonne écoute en particulier si sufyan le directeur de lagence qui continue de nous aider dans toutes les petites et grandes questions liées aux transactions de la banque et de les clarifier et nous avons eu lhonneur
faire affaire avec lui pour bénéficier de la mourabaha immobilière en 2019",1,"Autre sujet bancaire",5,"2024-05-21 00:00:00","fr","Bank As-Safa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"2538","1","25","13","1","je tiens à vous signaler mon mécontentement concernant lagence cih abtal il sagit sans aucun doute de lune des agences offrant le pire service parmi toutes les banques et plus particulièrement parmi les agences cih

je fréquente régulièrement cette agence car elle est la plus proche de mon bureau cependant les agents trouvent constamment des prétextes pour ne pas effectuer leur travail comme des pannes de système récurrentes ou des pauses injustifiées pendant les heures de travail affichées le manque de respect et de professionnalisme de certains agents de caisse est particulièrement préoccupant

cela fait maintenant plus de deux ans que je constate ces dysfonctionnements sans aucun développement ou amélioration dans cette agence

merci de bien vouloir intervenir pour régler ce problème et garantir un service conforme aux standards de votre établissement",0,"Qualité du service et relation client",1,"2024-12-27 00:00:00","fr","CIH Bank","CIH Bank 7 Av. Al Abtal, Rabat 10000 ","7 Av. Al Abtal, Rabat 10000 ","Negative"
"2539","1","30","50","1","salamo alikom

je suis client du cih et actuellement en état pour affaires et jai essayé de joindre ces personnes mounia fatiha wafaa et lamia représentantes de comptes en utilisant des données internationales et aucune dentre elles ne répond au téléphone je nai jamais vu un service client aussi médiocre

tout ce que je demande cest de faire votre travail et de décrocher le téléphone rahe 7ram hadshi li kadiro fih lahe iyakhod fikom l7a9",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Negative"
"2540","1","104","85","1","je suis un client insatisfait de lagence cihbank marjane meknès et je souhaite partager mon expérience avec vous

jai été confronté à plusieurs problèmes avec cette agence notamment le refus de fermer mon compte bancaire malgré mes nombreuses demandes ainsi que le refus de transférer mon compte vers une autre agence à marrakech pour des raisons personnelles en outre jai également été confronté à des difficultés pour associer mon numéro de téléphone à mon compte car on ma demandé de me déplacer de marrakech à lagence de meknès pour cette opération simple

je suis extrêmement déçu par le traitement que jai reçu de la part du directeur et des employés de cette agence leur manque de respect et leur manque de considération pour les besoins et les droits de leurs clients sont inacceptables leur comportement est non professionnel et témoigne dun manque de considération pour les clients

je demande donc à tous ceux qui envisagent douvrir un compte bancaire à cette agence de bien réfléchir avant de le faire la qualité du service est insuffisante et le traitement réservé aux clients est inacceptable

je vous conseille vivement de chercher une banque qui offre un service de qualité supérieure et qui traite ses clients avec le respect et la considération quils méritent",4,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Negative"
"2541","1","40","32","1","bonjour
nous nous excusons de ne pas avoir pu répondre à vos attentes veuillez nous contacter au 4747 ou à ladresse reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-10-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"2542","1","51","67","2","bon traitement et services rapides",0,"Qualité du service et relation client",3,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Positive"
"2543","10","76","97","1","le pire service que jai jamais eu de ma vie",0,"Qualité du service et relation client",1,"2024-09-21 00:00:00","fr","Al Barid Bank","Al Barid Bank 798M+FG5, Kénitra ","798M+FG5, Kénitra ","Negative"
"2544","1","126","11","1","le service réclamation est nul et se moque des clients attente de 2h au siège pour au final rien vol sur les comptes des clients service réclamation catastrophique  moqueur même manque de professionnalisme des employés",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"2545","1","44","101","2","zero service                          et  merci pour  tout",0,"Qualité du service et relation client",1,"2018-05-27 00:00:00","fr","CIH Bank",".CIH Bank, Agence Brahim Roudani Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca 20000 ","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca 20000 ","Positive"
"2546","1","95","60","1","un mauvais servicele personnel en colère comme si ils vont faire un plaisir mauvaise agence je déconseille ce service",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Bernoussi Al Amal N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","Negative"
"2547","1","29","14","1","on m à fait parcourir des milliers de kilomètres pour faire un changement de numéro de téléphone accueil très froid ils me me confirment que le changement se fera dans quelques minutes 2 semaines plus tard et après plusieurs coup de fil aucun changement service médiocre",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Abdelmoumen، Rue Velasquez, Casablanca 20000 ","Boulevard Abdelmoumen، Rue Velasquez, Casablanca 20000 ","Negative"
"2548","9","92","22","2","après salutations et salutations je vous adresse monsieur sofiane bouhdi directeur dagence dal safa bank agadir mes sincères remerciements pour vos efforts et votre dévouement au travail je vous adresse mes plus hautes appréciations et gratitude pour tous les services distingués que vous nous avez fournis à travers lesquels vous avez à cœur de nous satisfaire nous les clients dal safa bank même si tous les mots de gratitude et dappréciation ne vous rendront pas justice nous prions dieu toutpuissant de vous guider vers ce quil aime et lui plaît et de guider vos pas partout où vous vivez et voyagez

client de safa bank agadir",3,"Frais bancaires et gestion des comptes",5,"2025-01-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"2549","1","22","108","1","le service est très mauvais la dame située du côté gauche avec les cheveux frisées assise à côté du monsieur est vraiment très désagréable et fait tout ce qui est en son pouvoir pour ne pas devoir travailler elle trouve toujours des excuses pour renvoyer les clients sans même nous demander la raison de notre venue à la banque elle nous dit sur un ton loin dêtre courtois que le système ne marchait plus et de nous en aller le monsieur après nous avait un costume elle la pris et le système marchait pour lui on lui a donc demandé si cétait réparé elle nous a dit de partir et de revenir un autre jour ce nest pas la première fois quelle se comporte comme ça malheureusement elle fait ça à tout le monde on va devoir changer de banque si vous ne remplace pas cette femme qui est vulgaire et désagréable on venait déposer une quantité importante dargent et elle nous a traité comme des voleurs le monsieur qui travaille à côté delle est très professionnel",3,"Frais bancaires et gestion des comptes",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Anfa 131 Bd d'Anfa, Casablanca 20203 ","131 Bd d'Anfa, Casablanca 20203 ","Negative"
"2550","1","115","44","1","je deconseille 
attention cest la pire agence possible très désagréables et très arrogants en plus la queue est toujours interminable
je voulais simplement lire le contrat pour ouvrir un compte avant de signer on ma attaqué  ca fait 11ans que je suis la je nai jamais lu ça faites vite
on ma fait attendre 45 minutes pour me punir de vouloir lire mon contract
je le répète ils sont très désagréables et vous prennent de haut ny allez pas 
a la bmce ils sont beaucoup plus ouverts et professionnels",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","Credit Immobilier Et Hotelier (Cih Agence Yacoub Al Mansour) Av. Al Massira Amal 5، Y Al Mansour, Rabat 10000 ","Av. Al Massira Amal 5، Y Al Mansour, Rabat 10000 ","Negative"
"2551","1","67","83","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-08-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Negative"
"2552","1","67","83","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Negative"
"2553","1","126","11","2","bonjour
cih bank vous remercie davoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale",0,"Qualité du service et relation client",4,"2024-09-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Positive"
"2554","1","126","11","2","bonjour
cih bank vous remercie davoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale",0,"Qualité du service et relation client",4,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Positive"
"2555","1","38","124","1","le pire service que vous puissiez trouver",0,"Qualité du service et relation client",1,"2024-10-11 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"2556","6","65","107","1","je tiens à partager une expérience particulièrement décevante que jai vécue le mardi 9 octobre 2024 à 15h43 à lagence bmci située à langle de lavenue mohamed v et de lavenue hassan ii
je my suis rendu pour effectuer un retrait par chèque même si je ne suis pas client de cette agence en particulier selon les horaires affichés sur le site de la bmci lagence ferme à 16h et jétais donc confiant darriver dans les délais
malheureusement laccueil que jai reçu de la part de la caissière a été inacceptable
son attitude était désagréable et elle a communiqué avec un manque flagrant de respect
javais limpression de déranger et dêtre traité comme un importun ce qui est indigne dune banque avec la réputation de la bmci
ce nest pas la première fois que je constate un manque de professionnalisme dans cette agence mais cette foisci ma poussé à laisser cet avis
je suis vraiment déçu de ce type de service et je pense que cela peut sérieusement nuire à limage de la bmci
jespère sincèrement que des mesures seront prises pour améliorer la qualité de laccueil et du service dans cette agence",4,"Qualité du service et relation client",1,"2024-10-11 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"2557","6","65","107","1","je tiens à partager une expérience particulièrement décevante que jai vécue le mardi 9 octobre 2024 à 15h43 à lagence bmci située à langle de lavenue mohamed v et de lavenue hassan ii
je my suis rendu pour effectuer un retrait par chèque même si je ne suis pas client de cette agence en particulier selon les horaires affichés sur le site de la bmci lagence ferme à 16h et jétais donc confiant darriver dans les délais
malheureusement laccueil que jai reçu de la part de la caissière a été inacceptable
son attitude était désagréable et elle a communiqué avec un manque flagrant de respect
javais limpression de déranger et dêtre traité comme un importun ce qui est indigne dune banque avec la réputation de la bmci
ce nest pas la première fois que je constate un manque de professionnalisme dans cette agence mais cette foisci ma poussé à laisser cet avis
je suis vraiment déçu de ce type de service et je pense que cela peut sérieusement nuire à limage de la bmci
jespère sincèrement que des mesures seront prises pour améliorer la qualité de laccueil et du service dans cette agence",4,"Qualité du service et relation client",1,"2024-10-21 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"2558","1","22","108","2","agence au service multiservice surtt avec les guichets pour le versement toujours à lécoute top du top",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Anfa 131 Bd d'Anfa, Casablanca 20203 ","131 Bd d'Anfa, Casablanca 20203 ","Positive"
"2559","1","16","89","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-06-27 00:00:00","fr","CIH Bank","CIH BANK Al Bousstan II, Casablanca 20250 ","Al Bousstan II, Casablanca 20250 ","Negative"
"2560","1","27","117","1","mauvais service client vous nobtiendrez pas ce que vous leur avez demandé jusquà ce quils se rendent compte quils sont pires pour vous sil y a une demiétoile je la choisirais volontiers",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Bd Mohamed Zefzaf Rue N18, Lotissement Rahmani, Lot 198, Casablanca 20000 ","Bd Mohamed Zefzaf Rue N18, Lotissement Rahmani, Lot 198, Casablanca 20000 ","Negative"
"2561","1","64","51","2","jai attendu longtemps devant la porte et quand mon tour est arrivé je suis entré pour ouvrir un nouveau compte et la dame ma répondu  marche jusquà demain à 8 heures",1,"Autre sujet bancaire",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Bab Agnaou Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Positive"
"2562","1","51","67","2","très bon endroit",0,"Qualité du service et relation client",3,"2018-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Positive"
"2563","9","92","22","2","une des meilleures banques avec lesquelles jai eu affaire de toute ma vie avec m sufyan le directeur de lagence franchement le summum de la sophistication de lhumilité et du bon traitement avec tout le monde des employés compétents et un excellent dynamisme de travail merci al safaa bank",1,"Autre sujet bancaire",5,"2024-05-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"2564","9","92","22","2","je tiens à exprimer ma profonde gratitude envers lagence assafa bank rue de marrakech agadir
son directeur mr bouhadi soufiane se distingue par son approche humaine et son écoute attentive il a toujours pris le temps de répondre à mes questions et de me conseiller avec expertise grâce à son leadership lagence offre un service exceptionnel chaleureux et personnalisé
je recommande vivement cette agence à tous ceux qui recherchent un accompagnement bancaire de qualité  merci à toute léquipe pour votre excellent travail",4,"Qualité du service et relation client",5,"2025-03-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"2565","4","82","10","2","haut niveau de services plus de prospérité et de succès

très heureux de traiter avec eux cest aussi vraiment une banque
chaque individu musulman souhaite",3,"Frais bancaires et gestion des comptes",5,"2021-05-21 00:00:00","fr","Umnia Bank","Umnia Bank Kénitra Angle Avenue Mohamed diouri et Rue Hamman el Fatouki, Kenitra 14000 ","Angle Avenue Mohamed diouri et Rue Hamman el Fatouki, Kenitra 14000 ","Positive"
"2566","1","88","103","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Negative"
"2567","1","127","63","1","je me vois dans lobligation de partager mon expérience avec cette agence bancaire et je dois dire que cest de loin la pire que jaie jamais rencontrée cest une honte 

lattente est tout simplement interminable  manifestement lorsquun client fortuné ou un proche des employés débarque soudainement les règles élémentaires de la file dattente volent en éclats tout à coup ces individus deviennent une priorité même le directeur se plie à cette conduite déplorable  cest la pire agence  le pire directeur  et des employés tout aussi méprisables

le manque de respect envers les clients est flagrant il est grand temps pour moi de résilier mon compte avec cette banque

quand même le simple fait dessayer de parler au directeur devient une mission impossible car lui même nest pas professionnel  cela témoigne dune situation grave et inacceptable",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Negative"
"2568","1","126","11","1","depuis septembre 2024 environ mon application bancaire est complètement bloquée à cause dune mise à jour de sécurité mal implémentée et non documentée

lapplication demandait le code de sécurité ce code était envoyé sur ma carte sim dun autre téléphone et lapplication ne me permettait même pas de le saisir manuellement du coup je suis resté planté là coincé dans une boucle sans fin

jai passé des mois à essayer de comprendre je pensais que je faisais une erreur ou que mon téléphone était cassé ce nest quaujourdhui en mai 2025 que jai découvert grâce à un commentaire youtube aléatoire  que je devais contacter directement la banque pour autoriser lappareil manuellement cela aurait dû être clairement expliqué dans lapplication ou sur lécran de connexion car cela navait jamais été le cas auparavant au lieu de cela jai été traité comme un client ignorant

je dois maintenant me rendre chez mon opérateur mobile demander un changement de carte sim juste pour quelle corresponde à mon téléphone actuel la réinsérer manuellement réessayer de me connecter appeler le service client pour quils autorisent le nouveau téléphone et ce nest quà ce momentlà que je peux accéder à mon compte il sagit dune authentification en 4748 étapes vous avez vraiment devancé la concurrence

tout ce processus donne limpression davoir été conçu sans aucune considération pour les utilisateurs réels pas davertissement pas de solution de secours le service client vous traite toujours comme un imbécile ils mont demandé quel téléphone jutilisais jai répondu google pixel et ils mont répondu avec sérieux et arrogance non non cest xiaomi samsung ou quoi

cih savère toujours être le pire je passe à chaabi je conseille à tout le monde de ne jamais faire affaire avec cette entreprise pourrie

faites mieux",1,"Autre sujet bancaire",1,"2025-05-21 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"2569","10","76","97","2","jaime la bonne gestion du courrier bancaire",0,"Qualité du service et relation client",5,"2023-05-11 00:00:00","fr","Al Barid Bank","Al Barid Bank 798M+FG5, Kénitra ","798M+FG5, Kénitra ","Positive"
"2570","1","51","67","2","le système dattente avec les tickets est bon et respecté les gens sont sérieux pourtant travaillez juste un peu sur la politesse
je recommande cette agence",3,"Frais bancaires et gestion des comptes",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Positive"
"2571","1","67","83","1","service très nul  jai jamais vu une agence bancaire qui ne répond même pas au téléphone",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Negative"
"2572","1","31","9","2","je me rappelle pas de son nom mais il y a une femme la bas qui est très très serviable je suis très satisfait du service",0,"Qualité du service et relation client",5,"2020-05-27 00:00:00","fr","CIH Bank","CIH Banque Bd Al Khansae, Rue Al Ansaria, Témara 12000 ","Bd Al Khansae, Rue Al Ansaria, Témara 12000 ","Positive"
"2573","1","67","83","1","longue queue et numéro de téléphone qui ne sonne jamais jai dû partir 4 ou 5 fois pour récupérer une carte que je nai toujours pas sil y avait une note 0 je la donnerais",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Negative"
"2574","1","127","63","1","je vais mettre cet avis en anonyme vu mes conditions et ce que je vais dire
je vois plein davis négatifs qui insultent les agences et le personnel de lagence vous navez aucune idée de nos conditions de travail au sein de lagence
je rajoute évidement ma voix à la votre oui la cih est la pire banque au maroc je le confirme mais ce nest pas uniquement la faute du personnel des agences
la banque est basée sur un système informatique et ce système est géré par une équipe it avec un responsable
99 de nos problème proviennent de ce système informatique null avec une équipe et un responsable null tout ce quon peut faire cest remonter les réclamations mais derrière aucun travail nest fait cest la seule banque qui se permet dignorer et de fermer des tickets de réclamations client sans réponse au client ni résolution du problème et ça nous retombe sur la tête dans les agences
malheureusement même avec un directeur général qui a profil informatique le système de la cih est le pire au maroc actuellement et cest connu au niveau national cest une honte je ne défendrais jamais lindéfendable",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Negative"
